Key,Source,Context,Changes,English,Russian
buffCommandoSemiSetBonusDesc,buffs,Buff,,"Even in an incomplete Commando set, your weapons are machine guns and assault rifles. With them you can work wonders.\n\nDamage dealt by automatic weapons is increased by {cvar(.armorSemiCommandoFSBDisplay:0)}%","Даже в неполном комплекте Спецназа, Ваше оружие - пулеметы и автоматы. С ними вы можете творить чудеса.\n\nУрон наносимый автоматическим оружием увеличен на {cvar(.armorSemiCommandoFSBDisplay:0)}%"

armorAssassinHelmetDesc,items,Clothes,,"Medium Armor\nThey'll never see it coming. Deal more damage when sneaking.\n\nFull Set Bonus: Increases damage dealt by sniper rifles.","Средняя броня\nОни даже ничего не заметят. Увеличивает урон в режиме скрытности.\n\nБонус за комплект: Увеличивает урон наносимый снайперскими винтовками."
armorAssassinOutfitDesc,items,Clothes,,"Medium Armor\nMove unseen, unheard, and unharmed. Increases sneak effectiveness.\n\nFull Set Bonus: Increases damage dealt by sniper rifles.","Средняя броня\nБудьте незаметны, неслышны и невредимы. Повышает эффективность в режиме скрытности.\n\nБонус за комплект: Увеличивает урон наносимый снайперскими винтовками."
armorAssassinGlovesDesc,items,Clothes,,"Medium Armor\nSilently - but very quickly. Increases the rate of fire and reload speed of sniper rifles.\n\nFull Set Bonus: Increases damage dealt by sniper rifles.","Средняя броня\nБезшумно - но очень быстро. Увеличивает скорострельность и скорость перезарядки снайперских винтовок.\n\nБонус за комплект: Увеличивает урон наносимый снайперскими винтовками."
armorAssassinBootsDesc,items,Clothes,,"Medium Armor\nSilent, but deadly. Sprinting while sneaking makes no extra sound.\n\nFull Set Bonus: Increases damage dealt by sniper rifles.","Средняя броня\nСтаньте бесшумным, но смертоносным. При беге в режиме скрытности вы не будете издавать никаких звуков.\n\nБонус за комплект: Увеличивает урон наносимый снайперскими винтовками."
buffAssassinSetBonusTooltip,buffs,Buff,,Assassin Full Set Bonus Active,Бонус за полный комплект убийцы активен
buffAssassinSemiSetBonusTooltip,buffs,Buff,,Assassin Semi Set Bonus Active,Бонус за полукомплект убийцы активен
buffAssassinSetBonusDesc,buffs,Buff,,"The hidden killer can easily find and eliminate his target. You have no equal in this.\n\nDamage dealt by sniper rifles increased by {cvar(.armorAssassinFSBDisplay:0)}%","Скрытый убийца может легко найти и устранить свою цель. В этом вам нет равных.\n\nУрон наносимый снайперскими винтовками увеличен на {cvar(.armorAssassinFSBDisplay:0)}%"
buffAssassinSemiSetBonusDesc,buffs,Buff,,"Even with an incomplete set, the assassin can easily find and eliminate his target. You have no equal in this.\n\nDamage dealt by sniper rifles is increased by {cvar(.armorSemiAssassinFSBDisplay:0)}%","Даже в неполном комплекте, убийца может легко найти и устранить свою цель. В этом вам нет равных.\n\nУрон наносимый снайперскими винтовками увеличен на {cvar(.armorSemiAssassinFSBDisplay:0)}%"

armorMinerHelmetDesc,items,Clothes,,"Heavy Armor\nThe main thing when you climb into a mine is to remember the way back. Increases experience gained when mining ore.\n\nFull Set Bonus: Increases the amount of ore mined.","Тяжелая броня\nГлавное когда залезаешь в шахту - запомнить дорогу обратно. Увеличивает получаемый опыт при добыче руды.\n\nБонус за комплект: Увеличивает количество добываемой руды."
armorMinerOutfitDesc,items,Clothes,,"Heavy Armor\nYou can always quickly repair the instrument. That's why it doesn't break down so often.\n\nFull Set Bonus: Increases the amount of ore mined.","Тяжелая броня\nВы всегда можете быстро починить инструмент. Поэтому он и не ломается так часто.\n\nБонус за комплект: Увеличивает количество добываемой руды."
armorMinerGlovesDesc,items,Clothes,,"Heavy Armor\nA chip here, a chip there, and any vein will give in. Increases block damage for mining tools.\n\nSet Bonus: Increases the amount of ore mined.","Тяжелая броня\nТут надколоть, там надкоть и любая жила поддается. Увеличивает урон по блоку для инструментов добычи.\n\nБонус за комплект: Увеличивает количество добываемой руды."
armorMinerBootsDesc,items,Clothes,,"Heavy Armor\nWith such equipment, stones underfoot are not a problem. Reduces stamina consumption when using a pickaxe.\n\nFull Set Bonus: Increases the amount of ore mined.","Тяжелая броня\nВ такой экипировке камни под ногами не проблема. Уменьшает расход выносливости при использовании кирки.\n\nБонус за комплект: Увеличивает количество добываемой руды."
buffMinerSetBonusTooltip,buffs,Buff,,Miner Full Set Bonus Active,Бонус за полный комплект шахтера активен
buffMinerSemiSetBonusTooltip,buffs,Buff,,Miner Semi Set Bonus Active,Бонус за полукомплект шахтера активен
buffMinerSetBonusDesc,buffs,Buff,,"A regular miner knows how to get a little more ore.\n\nThe amount of ore mined has been increased by {cvar(.armorMinerFSBDisplay:0)}%","Завсегдатый шахтер знает как добыть чуть больше руды.\n\nКоличество добываемой руды увеличено на {cvar(.armorMinerFSBDisplay:0)}%"
